Author,Comment,Guesses
Hukari,"rob-210 Ib lee-147 rabea-263\nTotal =  630 Ib?",630
Justin Sane,"I reckon 661.36 pounds.?",661
robert bolden,"689. love the videos?",689
Chris Kok,"Reageer met: My guess is 681<comma>36542 lbs?",681
Rafael Paiva,"my guess is 606 ib?",606
Jeremy Rosencranz,"685?",685
Christian Bouchard,"Lee: 180 lbs\nRob: 220 lbs\nRabea: 260 lbs\nTotal: 660 lbs\n\nCool video guys! These Mooer pedals sound and look awesome!?",660
notjosh14,"I am gonna guess you guys are about a total of 705Lbs?",705
jon linder,"My guess is 680 lb?",680
fieldofcows,"I'll guess 703 lb?",703
CrAsH,"623.5 lbs. good luck every one!?",623
LazahFlip,"686?",686
Mr. Silver995,"i say 650?",650
Derek Rush,"They definitely weigh a combined weight of 641 lbs! Thanks for the pedals!?",641
Andrew Haskell,"Weight guess:\nRob: 205\nCap: 163\nRabea: 297\nTotal 665 \nYou guys are awesome it inspires me every time I see someone doing what they love?",665
Ascalis,"691 Maybe? Guesstimating?",691
Taylor Levesque,"625 lbs is my guess. I'll let you guys divvy up the weight amongst yourselves?",625
Filip Awesomeness,"My guess is 710 pounds?",710
Mihai Dan Popescu,"661?",661
James Mathis,"695?",695
John Cunningham (Jax),"615 lbs?",615
Chris Watts,"611lbs?",611
rosyjosh5,"My guess is 630lbs?",630
Luke D'mello,"670lbs!?",670
Darek Lachowski,"My guess is 684 pounds ;)?",684
MrFleury1986,"705lbs?",705
Uddhav Agarwal,"I'd say 666lbs. Just for the glory of Chappers and Cap'n?",666
Bob Wang,"I think 617<comma>perhaps.Actually Mooer's Chinese name is ???but is has not got any actual meaning<comma>just a word.?",617
Obed Zermeno,"617.29 Lbs.?",617
dscTHIRTEEN,"680 pounds?",680
Paul Fenny,"my guess is 614lbs?",614
metaldude 13,"my guess is 586 Ibs?",586
David Price,"645 lbs?",645
Christian Aoufia,"617lb<comma> i think.?",617
Lu?s Mota,"666 pounds!!?",666
Isaac Hitt,"675 pounds?",675
Isaac Hitt,"675lbs?",675
Eduardo Garcia Nunez,"I think 628<comma>32 pounds?",628
Emil Lindemann,"715 pounds?",715
Hotabich3,"654 pounds?",654
David Toone,"639 lb?",639
Jonah Anderson,"573.5 lbs?",573
Lucas McGill,"Total collective weight is 740 pounds<comma> the majority of the weight comes from the rock that lies deep in the souls of these three mere mortals.?",740
Bill Ostrander,"645 pounds?",645
rhorst04r6,"I think the total weight is 695lb\nLee - 178lb\nRob - 245lb\nRabea - 272lb\n\nFree stuff!!!?",695
Reck Masta,"659 pounds?",659
Ryan Kummer,"645lbs.?",645
Leo Mulder,"655.4 lbs :D?",655
bla bla,"my guess is 624 pounds :)?",624
GreenArrowdoesMC,"750 lbs?",750
Marc-Andr? Payant,"My guess is 655 lb?",655
timbofunkster,"633!?",633
Riku .T - Powerlifter,"Rob:220.5 lbs\nLee:175.3 lbs\nRabea: 300.6 lbs\n\n696.4 lbs?",696
Haama10,"I'm guessing 692 lb total.?",692
Evan Jones,"These Mooers sound amazing! I'm guessing 679 lbs?",679
Mike Stillwagon,"563 pounds U.S.?",563
Bricius,"I'm going for 572 pounds?",572
Kyle Poetsch,"my guess is 687?",687
CryoCrisis 54,"My guess is 673 :v?",673
James Ellis,"624 lb?",624
NiftyPlymouth,":D \nNifty says 579<comma>816  Pounds\nWhat a great fun!!!?",579
Sam Linekar,"644 lbs?",644
Fabian Vang-Lauridsen,"670 is my guess?",670
nitegoat1369,"655 Pounds?",655
C. Gibbs,"Combined weight is 594 pounds!!?",594
Callum O'Neill,"I reckon 722.5 ibs?",722
Illia K,"674<comma>615?",674
Aitor Mend?vil,"553 pounds! =)?",553
Bart Poel,"i guess 635 lbs?",635
Xumiga,"I guess is 548 lb?",548
Ruben Hamans,"I'm going to guess 562.1 lbs!?",562
an93812,"680 lbs!?",680
Matthew Evans,"Guessing you gentlemen total to roughly... 604 lbz.?",604
Mark Zmuda,"678lbs?",678
Alexander Tanyukevich,"617?",617
Ken Mickey,"605 lbs?",605
underscore,"im gonna guess 643 lbs?",643
daniel fagan,"My guess is 589 lbs?",589
John Lyons,"644 pounds?",644
Frits van Zanten,"711 lbs.?",711
Nick Yelovich,"667 pounds\nCool video!?",667
Krayola,"644 lbs?",644
Benoit Leroux,"Hi !\nLee: 149.914<comma> Rob: 200.621 and Rab: 302.033 so 652.568 lbs for all<comma> it's my last word...?",914
Healer Roman,"730 lbs?",730
Mark Hoskins,"Hmmmm....   673 lbs?",673
Dan Sweed,"620 lbs?",620
Geoffrey Moore,"685lbs?",685
Job Megens,"my guess would be 703 pounds?",703
DaneDuncan,"568 pounds come on son!!!?",568
Karin B.,"663 lbs is my guess?",663
Karl K,"my guess is 679 pounds?",679
Jj Ng,"My guess is 529.109pounds?",529
talkingpanda,"610  and thats just a rough guess since cap like 161 and chappers is like 215 and beba is like 284?",610
James Keelan,"672lbs in total<comma> sorry fellas?",672
MyBrokenGift,"645 pounds.?",645
Roy Alvalle,"Combined weight 540 lbs\n\nThe Captain   150 lbs\nRob                  180 lbs\nRabea              210 lbs?",540
Stuart Baines,"670lbs?",670
Mamato Creative Workshop,"I say approx. 639 pounds. Too much? :-)?",639
Kian MacLeod,"617 pounds.?",617
James Rifendifer,"620 pounds.?",620
Bryan Dowling,"620?",620
Stef Korsman,"540 lb<comma> make it happen.?",540
Justin O'Toole,"700 pounds?",700
BROFORCE Thomson,"In total: 574.30 pounds or 260.50 kilo's. \n\nI use the metric system on a daily basis<comma> so I hope there aren't more the one types of pounds when it comes to weight ?.?",574
Stingu Alex,"Definitely 634.931315 pounds.  :>\n(Used that certain search engine)?",634
Tom van der Meer,"597 lbs.?",597
Stefan Gerlach,"684.5 lsb\n\nhoping to get the smaller board =)?",684
Darryl Kelly,"I couldn't give two toots about the prize.  I'm just stoked that the boys let out some Floyd.  I wouldn't care if the poundage was 599 or 679... Besides<comma> I've got a Big marshall and a Les Paul.  Why in the name of all that is Holy would I contaminate that signal chain??",599
Paul Symes,"651?",651
Ben Kr?ger,"708 lbs?",708
Harry Conners,"I reckon about 605lb?",605
backman1338,"610 lbs?",610
Lee Quinlan,"585   ....  great fun...   fingers crossed?",585
#1 Hobo,"I'm going for 683.433 pounds?",683
?heCrazyZAMBONI,"699 pounds?",699
Matthew Abalde,"Lee 174lbs\nRob 226lbs\nBea 263lbs\n\nTogether 623?",623
ex4rkun,"697?",697
Lysaght Sean,"635 pounds?",635
Andrew Howard,"534 lbs.  Divide that between the three of you however you want.......?",534
fireinstructor30,"662 lbs?",662
Michael Christensen,"612 lb?",612
Dorin Cucos,"698<comma>865 pounds?",698
Emmanuel Seyssens,"OK<comma> sorry guys<comma> but my guess is around 716 lbs... ;)?",716
Stephen May,"749lbs!?",749
BrickBrickGamer,"644 pounds... could be less... could be mooer...?",644
Bram Luyten,"798 lbs?",798
Beyond The Obvious,"I'm gonna call it at 700lbs?",700
Max Bevan,"614lbs?",614
AeleksDesigns,"I would guess around 530 pounds.?",530
pagar049,"rob - 205\nlee - 170\nbea - 270\ntotal - 645?",645
Tomi C,"640 lbs :)?",640
Zachary Garber,"672.3 exactly LOL?",672
Jasper Hendriksen,"I'm from holland so I had to use the conveter thingy witch came out to be a combined wait of 579:816 witch sounds like fricking mutch!!! OH and is there any body how can explain the Stone thing??? like some body can weigh a couple of Stone ore somthing??",579
Nicholas Tupper,"My guess is 454lbs.?",454
Mathias Larsen,"Lee 176 Rob 231 Rabea 286 total 693?",693
Kort Woycheshin,"615 pounds?",615
Guitar Guy,"My guess is 603?",603
Christoph Herzog,"595 pounds?",595
Zach Horne,"625lb.?",625
Bon Diablo,"672...Lee your board sounds amazing?",672
ZosoGrimm,"Lee 180 rob 220 bea 260. total 560 lbs?",560
rob l livingston,"lee 165\nrob 245\nrabea 270\ntotal=680?",680
Afischbach1,"547 pounds :)?",547
Ivangames NL,"i'm guessing 692<comma>40241 lsb?",692
Matt Jarvis,"599 pounds?",599
Team Chucklenuts Racing,"689 lbs.  Love the show<comma> keep up the great work.?",689
Johan J,"771.61 pounds!?",771
Ryan Gohery,"590lb?",590
Jaxson G,"I think it should be around 668 lb. Hope for the ultimate Pink Floyd board =)?",668
Tom Callen,"My guess is total weight in pounds is 655.?",655
Gordon wong,"666 lbs thank me later :)?",666
Greg McKnight,"676 lbs (306.6 kilos)?",676
Ilias Katsakis,"Hmm i think 587 lb?",587
Andrej Milanovic,"596 lbs i neeed does pedals !!?",596
Myt And,"my guess is 611?",611
David Klevmoen,"I think Lee is 76kg<comma> Rob is 99kg<comma> and Rabea is 105kg.... so total weight in a fucked up scale (lbs)<comma> will be: 617lbs\n\nTotal: 617 lbs?",617
theuncoolpenguin,"my guess 573 lbs?",573
Peter Venema Venema,"Im guessing its 630<comma>83531 lbs\nThat is exactly 286 kilo's?",630
Corey Watson,"686 Pounds?",686
Halil Can Y?ld?r?m,"My guess is totally : 649 pounds\nRob : 238\nLee : 165\nRabea : 246?",649
Simon C,"I reckon 575 lb?",575
Mark Farrow,"Rob - 224lb\nLee - 182lb\nRabea - 294lb\nSub total = 700lb?",700
Billy Sefton,"646 pounds gentlemen<comma> that's my guess?",646
Wikla sports,"685 lb?",685
Peter Wilson,"628 Lbs?",628
Alex Douglas,"658 pounds / 47 stones\n\ngimme pedals pls :)?",658
Daniael Poggio,"My guess is 692 lb total\n\nLee 177 lb\nRob 230 lb\nBea 285 lb?",692
Josh Bayton,"613 lb! I definitely need a mini pedal board!?",613
Erk B,"595 lbs?",595
NADAV BEN-HAMO,"639.45?",639
Sawyer Smoak,"I'm going to say total weight is 650 lb.?",650
Stanford Taylor Todd,"668lbs is my guess. Love the show guys!?",668
Meridy Pearse,"a grand 687.5lbs :-)?",687
thrillkill25,"my guess is 657 lb?",657
Dr. Citrangoli,"I say: \n- Rob: 195\n- Lee:  170\n- Bea:  220\nSo<comma> my guess is 585 lb?",585
Thierry Driessen,"Just a guess<comma> total weight: 630 pounds??",630
Oliver Morrow,"562 pounds?",562
Andrew Pearse,"A slim 698lbs?",698
Tom .b,"Lee - 12 Stone     - 168lb\nRob - 14.5 Stone - 203lb\nBea -  16 Stone   - 224lb\n\nTotal - 595lb?",595
Richard Burrows,"i reckon 570 pounds?",570
Cem ?amilo?lu,"682 lbs?",682
MartinRonky,"647.367970899 imperial pounds<comma> precisely! xD?",647
The Brainiac,"Lee: 155\n\n\nRob: 220\n\n\nBea: 233\n\n\n608 Lbs in total?",608
SS66,"680 lbs in total?",680
Ed Fire,"645lbs.?",645
Guitar Nerd,"I say 700 even.?",700
Lewis Clark,"Lee (175) + Rob (230) + Bea (250) = 655lbs?",655
Alex Grose,"lee:169\nrob:218\nrabea:286\n\n\n673 in total?",673
Alex Lewis,"my guess is 595lbs?",595
Jonny Poulton,"570?",570
manaspuri,"Wasn't that Breathe by Pink Floyd when you guys started playing?\nAnyway<comma> I think the combined weight would be around 680.25  pounds :D.?",680
HahnGFX,"608 pounds?",608
Steven M,"Lee = 172 lb\nRob = 221 lb\nBea = 268 lb\n\nAltogether 661 lb?",661
Good_king_guitarman,"Total mass is 661.387 Lbs of pure British stallion?",661
Ben,"496?",496
Andr? Baeta,"Captain Lee  161.7 pounds. Monkey Lord Rob I think is 193.2 and Badass Rabea I think is 206.1  Total: 561 pounds :D?",561
salman rahman,"602 pounds (43 stones)?",602
Jake McDermott,"Lee I think is 139. Rob I think is 198. Rabea I think is 231. All together around 568?",568
Mer C'zar,"I hope my comment/entry would be read. My guess is somewhere near 556 lbs\n\n\nGuesses on each:\n\nCaptain Lee = 144 lbs\nThe Man Chappers = 183 lbs\nBea Man = 229 lbs?",556
crestabear69,"I'd guess 686lbs..?",686
jonathan hamre,"lets say 632 pounds :)?",632
Zarg,"hey Rob! important question. dorje will be playing on Sunday at the thomann Sommerfest. I could go there<comma> but It is a four hour drive for me. is it possible to get my guitar signed by the band or just you? (sorry<comma> it's not a Chapman guitar) that'd totally be the highlight of my year.?",
Bruno Silva,"Hi. You have a combined weight of 643 pounds.?",643
Pikabang,"Awesome video as always =)\nMy guess is 681 lb !\nKiss from France ??",681
TT Bean,"639lbs... Rock On!?",639
el34superlead,"575....when do I get my pedals ;)?",575
Brian Moegling,"728 pounds combined.?",728
MrMusicM67,"570lbs?",570
Bob Hoogerdijk,"My guess is 610 pounds in total.?",610
Robert Gospocic,"670 pounds?",670
Stuart Scott,"651?lb - great vid?",651
David Fuller,"I believe 616lb?",616
motkesz,"Collective... 663lb?",663
BuccYJ,"595lb... i hope my convert from kg is right... lol?",595
Recean Petru Flaviu,"thanks for the giveaway guys <comma> I'm gonna guess 665 pounds.?",665
Igor Prusac,"I'll try with 736.5lbs?",736
Vincent Lema,"Rob: 210 Ib\nLee: 190 Ib\nBea: 270 Ib\nTotal: 670 pounds?",670
DD DD,"678?",678
Dan Vasile,"586.5?",586
nserra94,"My guess is 628lbs.?",628
Diego Gammino,"is it a worldwide open competition?\n618 pounds total.?",618
dennis yebba,"Is the combined weight 650 pound?",650
D Rajan,"672?",672
Blade,"combined weight 640?",640
TheBigMamuth,"My guess is 564<comma>3 lbs<comma> fingers crossed!!!?",564
Ben Scott,"681 lbs?",681
James Hendrix,"Total weight of Rob<comma> Lee and Rabea is 643 lbs. Probably<comma> maybe<comma> could be. Should be. Might be. Or not. ;-)?",643
63timfred,"705 lb?",705
Lukas Post,"661 lbs?",661
ministryinsong,"I think 616 - can we guess your height for a Gibson next please?",616
Piere Du Preez,"Wsup<comma> thanx for the vids!\nIm guessing \n676.819 pounds?",676
FIL1994123456789,"737 pounds?",737
David Taylor,"699lbs\nlets do this!!!!!   mooer pedals come to me!!!!!!?",699
Dave Lewis,"I think it's 663 pounds?",663
S?ndor Tar,"my guess is 661.386787 lb?",661
Owen,"620 pounds?",620
mike filips,"I think is 677lb?",677
Narsil22,"291 Rab\n211 Rob \n172 Cap\nSo...674lb?",674
lotusmark2,"568lbs?",568
GibsonGuitarMarc,"650.5 lbs? :)?",650
Brad Barbour,"598lbs?",598
Miks Salna,"Im going for 618 lbs?",618
Mateusz Baryla,"my guess is 265 kg  (584lb)?",584
Ben Gaskin,"649.792 pounds?",649
Theo Tenaguillo,"190 Lee\n240 Rob\n291 Rab\n\n721 Lbs?",721
manniples,"My guess is 740 lbs.?",740
Wes Broersen,"609 pounds maybe??",609
MagneticWhistler,"The moans Lee's making in this video are beyond amazing?",
Martin Ireland,"582 pounds?",582
Chas Sheppard,"Woah<comma> those would make an awesome first pedalboard :)I reckon 635lbs?",635
Jyothish Mani,"626.112 lbs?",626
nicholas haynes,"im gonna go ahead and say 606lbs?",606
Trent Tomic,"imm guessing 654 pounds?",654
BarfonZefloor,"731 pounds?",731
Ray Grimm,"628 lbs?",628
Drew Williams,"610.3 lbs?",610
Max Sweeb,"642lbs?",642
Warren Cheung,"629 lbs?",629
greenthings95,"685 Ib?",685
Jeffery Smith,"704 lbs.?",704
Lurtz Omatic,"621<comma>7 lbs?",621
Sg Jack,"Total weight: 708<comma>78 lbs?",708
Tim Jacobs,"602 lbs?",602
Sage Frank,"Lee-168.21 Chappers-191.80 Bea-230.82\nTotal weight=590.83\nHope it is not an over estimate\nCheers?",590
Cameron Madden,"I'd say Rob is 231 Lee 189 and Bea 266 so 686 in total?",686
Christian Minton,"789 lbs?",789
John O'neill,"637 of your English lbs?",637
Ribs McPizza,"678. Boom.?",678
luke wilkes,"693.4lbs?",693
Dimitris Voukelatos,"My guess is 562 pounds<comma> more or less.?",562
FenderManator,"I love all of you and your music<comma> my guess is 703 pounds?",703
DaVe TheWaVe,"I'm for universal standard units<comma> so it's 282Kg => 621<comma>7036 pounds for you british un-standard people... thanks for your videos!! =)?",621
AGermanGuy,"I would say 468 pounds.?",468
Khaled Hafez,"628 pounds?",628
Cella Dorrn,"666 pound...?",666
Cristian Canizares,"689 lbs?",689
Davide Regnicoli,"620 pounds I guess?",620
leonardo folegatti,"650 lb?",650
Steyn Coetzee,"598 pounds?",598
Jim Henderson,"I think the combined weight is 677 pounds?",677
David,"678 lb?",678
James Watterson,"My guess 692lbs.?",692
Ben Groenen,"666lb!?",666
Andre Silva,"441 google powered pounds?",441
TheLOLSHAGGY,"Captain: 170\nChappers: 220\nRabea: 280\nTotal: 670?",670
Lorna Beckett,"673 pounds?",673
Sixon,"529 pounds?",529
Rikske,"I guess 703 lb?",703
?piro Ti?i?,"685.3 pounds?",685
Michael Smith,"Im gonna guess around 660lbs?",660
jbulletc,"656 lbs?",656
George Stuart-Harris,"674 pounds?",674
MiniKiwiX,"I think its 601<comma>8 pounds combined :D?",601
Frazer Smith,"595lbs. Fingers crossed.?",595
Ka?an ?nl?,"611 Pounds?",611
Fore Musik,"I guess it is about 610 lbs.\n\nAwesome video by the way! Greetz from Germany?",610
Martin Lazaro,"606 pounds!?",606
MillenniumX17,"my guess is 645 lbs total.?",645
imaymakesomevids,"590 lbs?",590
Schnubbi,"553 pounds?",553
eizetjuh,"741 pounds?",741
Carlos Delgado,"675 lbs?",675
Shiggy Diggston,"670 lbs?",670
Chicken117,"715 pounds :-D?",715
Daehawk,"Lee - 165\nRob - 245\nReb - 290\n\nTotal - 700?",700
Stephen Dicks,"630 give or take 10lbs?",630
ReactiveStudios,"674 lbs?",674
Nial Jewson,"my guess is 694.456 pounds?",694
HEADSHOOTERR,"my guess is 573 lb?",573
Ryan Jackson,"678 lbs?",678
John Madden,"Together ye weigh 707 pounds.?",707
Kewekense,"555 pounds!?",555
Patrick Redford,"649 lbs?",649
Nathan Hollett,"628lbs?",628
GuTo3414786466155521,"I think 661 pounds.?",661
Brian Dempsey,"640lb?",640
Giovanni Anzalone,"645 lbs?",645
BB12X,"I love it when Rory takes the piss out of Lee's noises haha. Also my guess is 635lb!?",635
CLOMPInc,"610 pounds?",610
Janendra Vian,"I'm gonna say 734 lbs?",734
Rodri Myers,"679LBS?",679
Alex B,"Incase my last one didnt come up<comma> my guess is 728. Just commenting again as im not sure if it posted?",728
Reuben Bensy Thomas,"My guess is 543 pounds?",543
Maciej Medycki,"714 pounds?",714
Simon King,"Hmm 750lb??",750
Josef R?der,"My guess: 595<comma>25 lb?",595
Joseph Perez,"697?",697
4Qha,"290kg or 639.34056 pounds :)?",639
Miika Ven?l?inen,"589 lbs?",589
Iegor Borshchov,"626 pounds?",626
wayne tait,"my guess is 588 lb?",588
Connor Bevione,"Bea - 274 lb\n\nRob - 223 lb\n\nCap - 187 lb\n\nSo 684 lb is my guess.?",684
TheFrench91,"597?",597
NV5898,"hmmmm i would say....\nChappers: 227\nCaptain: 191\nBea: 302\ncombined that would be 720?",720
Occasionally funny biking and skating,"666 pounds.?",666
stepnslash,"686 lbs?",686
Jason Watson,"609 lbs :-)?",609
Jeroen Verbeeck,"710.6 lbs?",710
Amarbold Batzorig,"669 lb?",669
Nils Paulsen,"my guess is 611 lb?",611
Daniel Eaglen,"Captain - 178 lbs\n\nRob - 225 lbs\n\nBea - 290 lbs\n\n693lbs total?",693
Damien Goucher,"I'm going to go with 632 lbs ??",632
PLeb,"672lbs?",672
Hans Da Killa (HansDaKilla),"Combined 714 pounds. Rob 231 pounds<comma> Captain 189 pounds<comma> Rabea 294.?",714
Matthew Moodie,"Im going 655 pounds?",655
Chris Stafford,"665?",665
Gregory Bakes,"Total Weight 675?",675
DakotaBHS,"671 lbs?",671
Marian Slavov,"Captain - 165\nRob - 211\nRabea - 280\n\nSo it is about 656 combined?",656
Super Wang,"600?",600
Drifter1789,"683lb~?",683
Mike Harris,"I might have worked at the game in the theme park that would guess your weight.  I may have spent many years doing this.  The exact... correct answer is of course 657 lbs\n\nThen again.... maybe I didn't...\n\nhaha either way good luck to everyone!!?",657
Christopher McKendrick,"643lbs is my guess!?",643
deo laguitao,"Maybe 510 pounds. Goodluck to everyone :D .?",510
Nikita Yeryomin,"635 pounds?",635
Marten Rading,"Haha<comma> Bea<comma> hilarious :)Guess: 705 punds// Sweden<comma> kilograms ftw!?",705
MathiasLM89,"What did Rob say at <a href="http://www.youtube.com/watch?v=FOw7ViIp25A&t=1m11s">1:11</a> ??",
Jack Murphy,"750lbs?",750
scott sparks,"you guys way 640 pounds all together!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! INEED PEDALS! LOL?",640
Scott Clarke,"Gonna guess 630 lbs as my answer :)?",630
Kevz Free,"Rob: 231.7 pounds \nCap: 169.5 pounds\nRebea: 259.1 pounds\n\n670<comma>3 pounds?",670
vjunhyukv,"my guess is 704 pounds?",704
Connor Mollison,"my gues is 658 Pounds my good men?",658
alex b,"529.109 Pounds!!?",529
